,State_Name,County_Name,"Mining, quarrying, and oil and gas extraction"
759,Pennsylvania,Northumberland,695864.0
760,Pennsylvania,Chester,694500.0
761,Idaho,Nez Perce,693349.0
762,Texas,Brown,692555.0
763,New Jersey,Warren,691803.0
764,Florida,Palm Beach,688165.0
765,West Virginia,Morgan,686881.0
766,Texas,Coleman,686736.0
767,Montana,Gallatin,684325.0
768,Ohio,Holmes,684203.0
769,Texas,Somervell,682955.0
770,Texas,Lynn,682690.0
771,Minnesota,Stearns,681320.0
772,Mississippi,Clarke,680420.0
773,California,Yuba,674320.0
774,New York,St. Lawrence,672076.0
775,California,Madera,670892.0
776,Ohio,Lucas,670317.0
777,Kentucky,Daviess,666010.0
778,Alaska,Nome,665649.0
779,California,Glenn,664667.0
780,Alaska,Denali,659292.0
781,Ohio,Ashtabula,656965.0
782,New Jersey,Ocean,656389.0
783,Colorado,Archuleta,654987.0
784,Oklahoma,Washita,654231.0
785,Oklahoma,Beaver,651827.0
786,Colorado,San Miguel,650398.0
787,Mississippi,Jefferson,649196.0
788,Illinois,Jefferson,645529.0
789,California,San Mateo,645199.0
790,Colorado,Washington,644395.0
791,Indiana,Marion,642408.0
792,Georgia,Richmond,632730.0
793,Washington,Okanogan,629049.0
794,Indiana,Monroe,628820.0
795,Texas,McLennan,626756.0
796,Kentucky,Lawrence,624700.0
797,Missouri,Clay,623892.0
798,Nevada,Esmeralda,623439.0
799,California,Tuolumne,623120.0
800,Kansas,Graham,622341.0
801,Washington,Spokane,621542.0
802,Montana,Beaverhead,617087.0
803,Montana,Dawson,615288.0
804,Washington,Whatcom,613390.0
805,Texas,Callahan,613346.0
806,Ohio,Seneca,612342.0
807,Oklahoma,Dewey,611043.0
808,Colorado,Summit,601362.0
809,Kentucky,Johnson,600866.0
810,Nevada,Mineral,597752.0
811,Kansas,Rice,597516.0
812,Pennsylvania,Lawrence,595849.0
813,Ohio,Knox,595289.0
814,Utah,Tooele,594305.0
815,Georgia,Elbert,589804.0
816,Kentucky,Logan,587298.0
817,Colorado,Logan,586198.0
818,Missouri,Lincoln,586059.0
819,Arizona,Coconino,585223.0
820,Colorado,El Paso,582272.0
821,Wisconsin,Brown,581029.0
822,Minnesota,Sherburne,579253.0
823,Idaho,Cassia,579139.0
824,Georgia,Bartow,579066.0
825,Illinois,Madison,577897.0
826,Louisiana,Union,576892.0
827,Arkansas,Pope,576701.0
828,Oklahoma,Kiowa,573784.0
829,Tennessee,Hamilton,572373.0
830,Alabama,Colbert,570754.0
831,Kansas,Reno,565668.0
832,Florida,Clay,565323.0
833,Indiana,Crawford,564689.0
834,Wisconsin,Barron,564468.0
835,New York,Onondaga,557077.0
836,Maryland,Prince George's,557029.0
837,New Jersey,Hunterdon,556947.0
838,Vermont,Washington,556463.0
839,Louisiana,Avoyelles,555166.0
840,Oklahoma,Comanche,550850.0
841,Kentucky,Knox,549967.0
842,Ohio,Licking,545603.0
843,Maryland,Baltimore County,544847.0
844,Michigan,Jackson,544075.0
845,Missouri,St. Charles,544028.0
846,North Carolina,Buncombe,544022.0
847,Mississippi,Lamar,543730.0
848,Indiana,Lawrence,542903.0
849,Georgia,Cobb,542530.0
850,Michigan,Allegan,542341.0
851,Florida,Duval,540795.0
852,Arizona,Apache,539108.0
853,Kansas,Butler,538959.0
854,Missouri,Cass,538731.0
855,Minnesota,Washington,538668.0
856,South Carolina,Anderson,538364.0
857,New York,Rensselaer,538350.0
858,Indiana,Randolph,536306.0
859,Maryland,Anne Arundel,536073.0
860,Ohio,Erie,534958.0
861,Georgia,Talbot,534689.0
862,Kentucky,Boyd,534478.0
863,Mississippi,Tippah,533287.0
864,Texas,Uvalde,531238.0
865,New York,Essex,531120.0
866,Indiana,Allen,530819.0
867,Texas,Hays,530186.0
868,New Jersey,Gloucester,529523.0
869,Louisiana,Winn,529312.0
870,Colorado,Montrose,519343.0
871,Pennsylvania,Venango,513918.0
872,Missouri,Jasper,513302.0
873,Minnesota,Scott,512922.0
874,Pennsylvania,Franklin,511760.0
875,New Jersey,Morris,510973.0
876,Pennsylvania,Forest,509927.0
877,Minnesota,Blue Earth,509382.0
878,Ohio,Jackson,509311.0
879,Kansas,Allen,509169.0
880,Rhode Island,Providence,506509.0
881,Illinois,Schuyler,503641.0
882,Idaho,Oneida,500414.0
883,New York,Warren,499786.0
884,Georgia,Whitfield,495609.0
885,Alaska,Matanuska-Susitna,494872.0
886,Connecticut,Hartford,492372.0
887,Montana,Lewis and Clark,491277.0
888,Kansas,Kingman,486398.0
889,Colorado,Jackson,485341.0
890,Arizona,Cochise,484592.0
891,Virginia,Hanover,483965.0
892,Colorado,Fremont,482696.0
893,Indiana,Porter,478699.0
894,Iowa,Hardin,478175.0
895,Wisconsin,Washington,477042.0
896,Montana,Sheridan,476140.0
897,Georgia,Forsyth,475132.0
898,Wisconsin,Pierce,475067.0
899,Iowa,Clayton,473277.0
900,New York,Monroe,471556.0
901,Oregon,Jackson,471212.0
902,Florida,Escambia,469273.0
903,Georgia,Bibb,468709.0
904,New York,Saratoga,467739.0
905,Pennsylvania,Delaware,467054.0
906,Wisconsin,Chippewa,465305.0
907,Kansas,Stanton,463548.0
908,Louisiana,Ascension,463000.0
909,Oklahoma,Choctaw,462541.0
910,Texas,El Paso,462060.0
911,Indiana,Shelby,461813.0
912,New Mexico,Bernalillo,461486.0
913,West Virginia,Mercer,460932.0
914,New York,Oneida,458288.0
915,California,Marin,454699.0
916,New York,Ulster,453869.0
917,Indiana,Dubois,452650.0
918,Kansas,Stafford,452484.0
919,Tennessee,Franklin,449393.0
920,West Virginia,Calhoun,448827.0
921,Kentucky,Bullitt,448675.0
922,Pennsylvania,Huntingdon,447858.0
923,Oklahoma,Hughes,445009.0
924,Utah,Davis,443787.0
925,Georgia,Chatham,442662.0
926,Mississippi,Copiah,441704.0
927,South Carolina,Kershaw,439631.0
928,Montana,Toole,438513.0
929,Montana,Lincoln,436681.0
930,Oklahoma,Harper,435009.0
931,North Carolina,Cabarrus,434995.0
932,Virginia,Goochland,431819.0
933,Georgia,Muscogee,431796.0
934,South Dakota,Butte,431365.0
935,Wisconsin,Columbia,429938.0
936,Texas,Sabine,429366.0
937,Florida,Sarasota,427364.0
938,Colorado,Broomfield,425779.0
939,Illinois,Marion,424939.0
940,Iowa,Linn,422654.0
941,Michigan,Alpena,422117.0
942,Michigan,Kent,421650.0
943,Texas,Camp,421559.0
944,North Dakota,Burleigh,421215.0
945,Kentucky,Whitley,420772.0
946,Kansas,Montgomery,418850.0
947,Massachusetts,Hampden,417803.0
948,Michigan,Montmorency,416371.0
949,Oregon,Douglas,415690.0
950,New York,Schenectady,415603.0
951,Michigan,Lapeer,414908.0
952,Virginia,Buckingham,413650.0
953,Missouri,Wayne,413325.0
954,New Mexico,Santa Fe,412676.0
955,Illinois,McHenry,410230.0
956,Utah,Juab,410210.0
957,Kansas,Greenwood,409625.0
958,Missouri,Cape Girardeau,409608.0
959,West Virginia,Jackson,409409.0
960,Montana,Custer,408358.0
961,Virginia,Botetourt,408015.0
962,Ohio,Hocking,407960.0
963,Alabama,Choctaw,407238.0
964,Georgia,Murray,404836.0
965,Illinois,Grundy,404536.0
966,South Carolina,Chesterfield,403645.0
967,North Carolina,Forsyth,402187.0
968,Georgia,Henry,399895.0
969,Texas,Falls,399577.0
970,Illinois,Hardin,398696.0
971,Pennsylvania,Potter,398690.0
972,New York,Sullivan,397401.0
973,Missouri,Platte,396532.0
974,Nevada,Storey,396277.0
975,Oklahoma,Okmulgee,395946.0
976,Connecticut,New London,394777.0
977,Indiana,Grant,394485.0
978,South Carolina,Horry,393688.0
979,Louisiana,Tangipahoa,392729.0
980,Ohio,Vinton,392701.0
981,Mississippi,Pike,391973.0
982,Idaho,Idaho,391605.0
983,Oklahoma,Logan,390688.0
984,Utah,Utah,390496.0
985,Indiana,Clark,390378.0
986,Illinois,Wayne,390143.0
987,Iowa,Story,389968.0
988,Arkansas,Ouachita,389463.0
989,Arkansas,Independence,389198.0
990,Missouri,St. Francois,387778.0
991,Kansas,Trego,386454.0
992,Michigan,Mackinac,386026.0
993,North Dakota,Grand Forks,385486.0
994,Georgia,Gilmer,385026.0
995,South Carolina,Greenville,384854.0
996,Louisiana,West Baton Rouge,384514.0
997,Montana,Glacier,384421.0
998,Missouri,Jackson,383478.0
999,Florida,Citrus,383443.0
1000,Vermont,Windsor,383166.0
1001,Indiana,Harrison,383067.0
1002,Alabama,Madison,381201.0
1003,Maryland,Washington,380480.0
1004,Mississippi,Covington,379725.0
1005,Georgia,Douglas,379388.0
1006,Kentucky,Meade,379307.0
1007,Connecticut,Windham,379241.0
1008,Ohio,Athens,379049.0
1009,Mississippi,Pearl River,378286.0
1010,Oklahoma,Atoka,378011.0
1011,Florida,Pasco,375377.0
1012,Oklahoma,Ottawa,374303.0
1013,Alabama,Franklin,374262.0
1014,Louisiana,Catahoula,373409.0
1015,Kentucky,Lee,372248.0
1016,Tennessee,Henry,372004.0
1017,Maryland,Harford,371864.0
1018,Louisiana,Natchitoches,371319.0
1019,Colorado,Lincoln,370923.0
1020,Arkansas,Lafayette,370550.0
1021,West Virginia,Putnam,370397.0
1022,Kentucky,Boone,369993.0
1023,Massachusetts,Barnstable,368867.0
1024,Missouri,Callaway,368624.0
1025,Virginia,Culpeper,368059.0
1026,Texas,Walker,365587.0
1027,Rhode Island,Washington,364691.0
1028,Montana,Phillips,364563.0
1029,West Virginia,Grant,363958.0
1030,North Carolina,Cleveland,362023.0
1031,North Carolina,Lee,359384.0
1032,Florida,Sumter,358692.0
1033,New York,Allegany,358413.0
1034,Wisconsin,Marathon,357345.0
1035,Kansas,Ellsworth,357154.0
1036,Kansas,Chase,356253.0
1037,Montana,Blaine,354819.0
1038,Colorado,Prowers,354152.0
1039,Virginia,Wythe,353751.0
1040,New York,Orange,352954.0
1041,Arkansas,Johnson,351719.0
1042,Missouri,Greene,351330.0
1043,Texas,Burnet,351218.0
1044,Arkansas,Izard,350930.0
1045,Montana,Hill,350620.0
1046,Florida,Putnam,350597.0
1047,Oregon,Yamhill,349305.0
1048,Massachusetts,Berkshire,349279.0
1049,New Jersey,Middlesex,348174.0
1050,Indiana,Wabash,347964.0
1051,South Dakota,Harding,347412.0
1052,Tennessee,Hawkins,347150.0
1053,Oregon,Columbia,346828.0
1054,Kansas,Comanche,345664.0
1055,Missouri,Madison,345384.0
1056,Michigan,Sanilac,345078.0
1057,Illinois,Rock Island,343704.0
1058,Alabama,Morgan,343399.0
1059,Ohio,Greene,341968.0
1060,New Jersey,Sussex,341330.0
1061,New York,Delaware,340493.0
1062,Wisconsin,Green Lake,340082.0
1063,California,Nevada,339437.0
1064,Georgia,Clayton,339129.0
1065,Missouri,Boone,337245.0
1066,Illinois,Richland,336933.0
1067,Virginia,Fauquier,336456.0
1068,Kansas,McPherson,334640.0
1069,Georgia,Oglethorpe,333833.0
1070,Georgia,Monroe,333822.0
1071,Oregon,Malheur,330804.0
1072,Missouri,Christian,329819.0
1073,Ohio,Morgan,329802.0
1074,Texas,Red River,329785.0
1075,Michigan,Ingham,328424.0
1076,North Dakota,Renville,327624.0
1077,North Carolina,Harnett,327306.0
1078,Kentucky,McLean,327124.0
1079,Arkansas,Miller,326818.0
1080,Wisconsin,Polk,326807.0
1081,California,San Francisco,326006.0
1082,Illinois,St. Clair,325463.0
1083,New Mexico,Curry,324907.0
1084,Michigan,Osceola,324371.0
1085,Illinois,Crawford,324058.0
1086,Washington,Ferry,322507.0
1087,Oklahoma,Coal,322080.0
1088,Nebraska,Dawes,321910.0
1089,Alabama,Lee,321822.0
1090,Iowa,Johnson,321822.0
1091,Missouri,Washington,321369.0
1092,Wyoming,Niobrara,320758.0
1093,Oregon,Deschutes,318956.0
1094,Michigan,Muskegon,318696.0
1095,Tennessee,Anderson,318616.0
1096,Georgia,Fayette,317350.0
1097,Oregon,Coos,315900.0
1098,Louisiana,Morehouse,315671.0
1099,Massachusetts,Essex,315569.0
1100,Colorado,Ouray,314881.0
1101,Virginia,Chesterfield,314633.0
1102,Missouri,Franklin,314227.0
1103,Wisconsin,Manitowoc,313970.0
1104,Washington,Grant,313105.0
1105,Connecticut,Fairfield,310991.0
1106,California,Lake,310588.0
1107,Illinois,Clay,308805.0
1108,North Carolina,Anson,308565.0
1109,North Carolina,Rutherford,308364.0
1110,Alabama,Lamar,307574.0
1111,Illinois,Fayette,307342.0
1112,Georgia,Jones,307049.0
1113,Texas,Kaufman,305793.0
1114,California,Placer,305630.0
1115,Alabama,Winston,304718.0
1116,Georgia,Hall,304423.0
1117,Florida,Orange,303230.0
1118,Pennsylvania,Erie,300315.0
1119,Iowa,Clinton,298148.0
1120,Kansas,Wilson,296709.0
1121,Pennsylvania,Cumberland,293985.0
1122,Michigan,Roscommon,291879.0
1123,Wisconsin,Milwaukee,290229.0
1124,Massachusetts,Norfolk,289403.0
1125,Nebraska,Washington,287657.0
1126,Tennessee,Sequatchie,287535.0
1127,Nevada,Douglas,286806.0
1128,Colorado,Pueblo,285299.0
1129,Alabama,Marshall,285259.0
1130,Virginia,Alexandria,283613.0
1131,Louisiana,Tensas,283448.0
1132,Wyoming,Platte,283273.0
1133,California,Napa,282928.0
1134,Pennsylvania,Lackawanna,282567.0
1135,Georgia,Cook,281946.0
1136,Ohio,Medina,281852.0
1137,Iowa,Marion,281239.0
1138,New Hampshire,Hillsborough,280924.0
1139,Kansas,Shawnee,280691.0
1140,Georgia,Warren,280338.0
1141,Texas,Cameron,279444.0
1142,Florida,Charlotte,279291.0
1143,Pennsylvania,Wayne,278774.0
1144,South Dakota,Brookings,277885.0
1145,Alabama,Washington,277254.0
1146,Ohio,Delaware,276471.0
1147,Mississippi,Smith,275914.0
1148,Florida,Collier,275897.0
1149,Illinois,DeKalb,273862.0
1150,Montana,Carbon,273756.0
1151,Kansas,Riley,273733.0
1152,North Dakota,Morton,273643.0
1153,Wisconsin,Dodge,273284.0
1154,Kentucky,Pulaski,272503.0
1155,Washington,Stevens,272248.0
1156,Pennsylvania,Dauphin,272011.0
1157,Connecticut,Tolland,271748.0
1158,Missouri,Cole,271265.0
1159,Virginia,Richmond City,271046.0
1160,Kansas,Woodson,269892.0
1161,Wisconsin,Taylor,269493.0
1162,Pennsylvania,Bedford,269489.0
1163,Florida,Taylor,269334.0
1164,Tennessee,Decatur,268749.0
1165,Vermont,Chittenden,267477.0
1166,Tennessee,Greene,266993.0
1167,Oregon,Multnomah,266962.0
1168,Oklahoma,Marshall,266606.0
1169,Alabama,Clarke,266546.0
1170,New York,Genesee,266499.0
1171,Nebraska,Kimball,266344.0
1172,North Dakota,Slope,265489.0
1173,Georgia,McDuffie,265233.0
1174,Ohio,Morrow,264820.0
1175,Ohio,Clark,264405.0
1176,North Carolina,Surry,263270.0
1177,Alabama,Cullman,263219.0
1178,Tennessee,Maury,263111.0
1179,Kansas,Lane,262006.0
1180,Kansas,Logan,261647.0
1181,Alabama,Pickens,260812.0
1182,Wisconsin,Langlade,260773.0
1183,Utah,Kane,260106.0
1184,New York,Washington,259272.0
1185,Utah,Iron,258987.0
1186,Kansas,Cowley,258668.0
1187,New Hampshire,Rockingham,258505.0
1188,Kansas,Gove,258377.0
1189,Louisiana,Grant,256941.0
1190,Louisiana,Caldwell,256920.0
1191,Michigan,Eaton,256481.0
1192,Arkansas,Hot Spring,255653.0
1193,Florida,St. Lucie,255624.0
1194,West Virginia,Braxton,255587.0
1195,Tennessee,Wilson,254819.0
1196,Texas,Menard,254651.0
1197,California,Tulare,253908.0
1198,California,Inyo,252975.0
1199,New York,Montgomery,252620.0
1200,Mississippi,Simpson,252573.0
1201,Arkansas,Jefferson,252159.0
1202,Utah,Wasatch,249666.0
1203,Montana,Madison,249470.0
1204,South Carolina,York,248479.0
1205,New Mexico,Roosevelt,248097.0
1206,Virginia,Roanoke City,247709.0
1207,Ohio,Wood,247269.0
1208,Tennessee,Overton,246772.0
1209,Wisconsin,Trempealeau,246695.0
1210,Ohio,Fairfield,246152.0
1211,North Carolina,Johnston,246128.0
1212,Iowa,Sac,246107.0
1213,Tennessee,Williamson,245773.0
1214,Michigan,Clinton,245631.0
1215,South Carolina,Georgetown,245500.0
1216,Kansas,Sumner,245039.0
1217,Alabama,Baldwin,244302.0
1218,Kansas,Thomas,244079.0
1219,New Hampshire,Belknap,244017.0
1220,Alaska,Bethel,243723.0
1221,Tennessee,Sullivan,243685.0
1222,Florida,Jackson,243650.0
1223,Ohio,Union,243611.0
1224,Tennessee,Blount,243174.0
1225,Arkansas,Yell,243095.0
1226,Alabama,Elmore,242700.0
1227,Alabama,Montgomery,241864.0
1228,Nebraska,Nance,241638.0
1229,Texas,Foard,241041.0
1230,California,Tehama,241002.0
1231,Oregon,Clackamas,240436.0
1232,New York,New York,239732.0
1233,Indiana,Morgan,239112.0
1234,Kansas,Meade,237361.0
1235,Texas,Bowie,236053.0
1236,Ohio,Highland,235163.0
1237,Oklahoma,Nowata,234605.0
1238,Kansas,Hamilton,233842.0
1239,Ohio,Miami,232410.0
1240,Kansas,Kiowa,232148.0
1241,Wisconsin,Racine,232029.0
1242,Michigan,Antrim,232009.0
1243,Illinois,Kankakee,231343.0
1244,Oklahoma,Okfuskee,231194.0
1245,Iowa,Mitchell,231137.0
1246,Indiana,Miami,230200.0
1247,Georgia,Cherokee,230126.0
1248,Arkansas,Baxter,229671.0
1249,Iowa,Madison,228565.0
1250,Pennsylvania,Cameron,228532.0
1251,Missouri,Taney,228246.0
1252,Kentucky,Graves,227630.0
1253,Kansas,Scott,227039.0
1254,North Carolina,McDowell,226965.0
1255,North Carolina,Lincoln,226332.0
1256,Montana,Wibaux,225573.0
1257,Iowa,Black Hawk,225073.0
1258,New York,Ontario,223643.0
1259,Illinois,Clark,223329.0
1260,Illinois,Whiteside,222944.0
1261,Colorado,Conejos,222853.0
1262,Georgia,Marion,222809.0
1263,West Virginia,Pendleton,222679.0
1264,Kansas,Linn,220773.0
1265,Maryland,Howard,220670.0
1266,Florida,Alachua,220332.0
1267,South Carolina,Dorchester,219925.0
1268,South Dakota,Minnehaha,219679.0
1269,Iowa,Webster,219628.0
1270,Maine,York,219202.0
1271,Arkansas,Lawrence,219112.0
1272,Louisiana,Washington,218256.0
1273,Indiana,Putnam,218023.0
1274,Tennessee,Rutherford,218008.0
1275,North Carolina,Macon,217632.0
1276,Ohio,Warren,217313.0
1277,Washington,Skagit,216947.0
1278,West Virginia,Wood,216902.0
1279,Florida,Levy,216138.0
1280,Utah,Weber,215685.0
1281,Missouri,Pike,215511.0
1282,Kentucky,Carter,215066.0
1283,North Carolina,Alamance,215058.0
1284,Pennsylvania,Northampton,214356.0
1285,Oklahoma,Ellis,214297.0
1286,California,El Dorado,214058.0
1287,Iowa,Jones,213230.0
1288,Idaho,Canyon,212821.0
1289,Idaho,Franklin,212818.0
1290,Kansas,Franklin,211872.0
1291,Tennessee,Scott,211674.0
1292,Michigan,Iosco,210725.0
1293,Illinois,Alexander,209931.0
1294,Michigan,Manistee,208467.0
1295,Mississippi,Monroe,208371.0
1296,Kentucky,Scott,207631.0
1297,New Jersey,Hudson,207020.0
1298,Louisiana,East Feliciana,206793.0
1299,Minnesota,Becker,206787.0
1300,Texas,Comanche,206220.0
1301,Colorado,Alamosa,206164.0
1302,Alabama,Autauga,206147.0
1303,Montana,Broadwater,205975.0
1304,North Carolina,Onslow,205609.0
1305,Minnesota,Rice,203275.0
1306,Georgia,Crawford,203243.0
1307,South Carolina,Cherokee,203195.0
1308,Washington,Grays Harbor,202897.0
1309,North Carolina,Craven,202814.0
1310,Oklahoma,Craig,202504.0
1311,Arkansas,Perry,202426.0
1312,Illinois,Bureau,202327.0
1313,Pennsylvania,Monroe,202168.0
1314,Washington,Thurston,201951.0
1315,South Carolina,Pickens,201836.0
1316,Missouri,Clinton,201815.0
1317,Indiana,Madison,201706.0
1318,Virginia,Louisa,201615.0
1319,South Dakota,Walworth,201497.0
1320,West Virginia,Pleasants,201429.0
1321,Tennessee,Benton,200421.0
1322,Indiana,Clay,200415.0
1323,California,Santa Cruz,200295.0
1324,Indiana,Orange,199299.0
1325,Michigan,Chippewa,199182.0
1326,Mississippi,Forrest,198302.0
1327,North Carolina,New Hanover,198234.0
1328,Iowa,Des Moines,197688.0
1329,Maryland,Charles,196369.0
1330,Georgia,Glascock,196221.0
1331,Alabama,Etowah,196153.0
1332,West Virginia,Jefferson,195707.0
1333,Idaho,Owyhee,195014.0
1334,Oklahoma,Bryan,194789.0
1335,Tennessee,Putnam,194233.0
1336,Kansas,Ford,193690.0
1337,Oklahoma,Muskogee,192774.0
1338,Mississippi,Lowndes,192747.0
1339,Virginia,Chesapeake,192425.0
1340,Virginia,Stafford,192121.0
1341,Alabama,Blount,192040.0
1342,Louisiana,St. Charles,191596.0
1343,Massachusetts,Bristol,190671.0
1344,Ohio,Allen,190358.0
1345,Mississippi,Jackson,189502.0
1346,North Carolina,Randolph,189258.0
1347,Utah,Sanpete,188138.0
1348,Arkansas,Pike,187629.0
1349,Kentucky,Greenup,186872.0
1350,Ohio,Adams,186578.0
1351,Kentucky,Nelson,186399.0
1352,Ohio,Logan,185960.0
1353,Pennsylvania,Columbia,185382.0
1354,New York,Wayne,184651.0
1355,Virginia,Brunswick,184581.0
1356,Tennessee,Perry,182469.0
1357,New Hampshire,Grafton,181955.0
1358,Tennessee,Shelby,181611.0
1359,Missouri,Marion,181552.0
1360,Kansas,Miami,181468.0
1361,Kentucky,Caldwell,181139.0
1362,Washington,Kitsap,179376.0
1363,Arkansas,Benton,179005.0
1364,California,Stanislaus,178710.0
1365,North Dakota,Golden Valley,178703.0
1366,Georgia,Lowndes,178335.0
1367,Kentucky,Casey,177745.0
1368,Michigan,Ottawa,177209.0
1369,Texas,Collingsworth,177170.0
1370,South Carolina,Marlboro,176701.0
1371,Arkansas,Polk,175792.0
1372,Kentucky,Gallatin,174944.0
1373,Michigan,Macomb,174894.0
1374,Arkansas,Grant,174420.0
1375,Texas,Fannin,173949.0
1376,Michigan,Kalamazoo,173526.0
1377,Colorado,Kiowa,173145.0
1378,Texas,Baylor,172480.0
1379,Indiana,Huntington,172421.0
1380,Iowa,Muscatine,172307.0
1381,Arizona,La Paz,171371.0
1382,Michigan,Mason,169786.0
1383,Kentucky,Oldham,169721.0
1384,West Virginia,Mason,169292.0
1385,New York,Columbia,169088.0
1386,North Carolina,Pitt,168920.0
1387,Kansas,Phillips,168362.0
1388,Michigan,Calhoun,168358.0
1389,Indiana,Montgomery,167694.0
1390,New York,Oswego,167199.0
1391,Virginia,Franklin County,166136.0
1392,Missouri,Andrew,166029.0
1393,Montana,Sanders,165414.0
1394,New York,Schuyler,165376.0
1395,North Carolina,Catawba,165253.0
1396,Illinois,Ogle,165073.0
1397,California,Kings,163844.0
1398,Oklahoma,Sequoyah,163798.0
1399,Illinois,Pike,163773.0
1400,Michigan,Shiawassee,163596.0
1401,Alabama,Lowndes,163072.0
1402,Kansas,Hodgeman,162555.0
1403,Kentucky,Clay,162044.0
1404,Nebraska,Buffalo,161353.0
1405,Indiana,Elkhart,160626.0
1406,Ohio,Montgomery,160351.0
1407,Idaho,Benewah,159697.0
1408,Kentucky,Madison,159600.0
1409,Minnesota,Ramsey,159138.0
1410,Iowa,Pocahontas,158053.0
1411,Kansas,Clark,157729.0
1412,Tennessee,Sevier,157653.0
1413,North Carolina,Union,156822.0
1414,Texas,Randall,155800.0
1415,North Carolina,Davidson,154930.0
1416,Kentucky,Estill,154827.0
1417,Tennessee,Marshall,154252.0
1418,South Dakota,Pennington,153848.0
1419,Indiana,Delaware,153680.0
1420,Mississippi,Franklin,152882.0
1421,Tennessee,Cocke,152397.0
1422,Kentucky,Christian,152374.0
1423,Iowa,Sioux,152369.0
1424,Kentucky,Powell,152241.0
1425,Mississippi,DeSoto,152058.0
1426,Missouri,Phelps,152043.0
1427,Michigan,Washtenaw,151965.0
1428,New York,Jefferson,151963.0
1429,Illinois,Lee,151907.0
1430,Vermont,Franklin,151344.0
1431,Washington,Franklin,151109.0
1432,Michigan,Livingston,150641.0
1433,Iowa,Pottawattamie,150558.0
1434,Texas,Mason,150286.0
1435,Missouri,Warren,150143.0
1436,New York,Orleans,150038.0
1437,Kansas,Rawlins,150003.0
1438,Florida,Brevard,149915.0
1439,New York,Schoharie,149648.0
1440,Virginia,King William,149483.0
1441,Kansas,Coffey,149324.0
1442,Georgia,Taylor,148847.0
1443,Missouri,Bates,148755.0
1444,Kansas,Chautauqua,148393.0
1445,Nebraska,Hitchcock,148351.0
1446,Alabama,Covington,148329.0
1447,North Carolina,Moore,148195.0
1448,North Carolina,Wilson,148161.0
1449,Illinois,Peoria,147719.0
1450,Ohio,Ashland,147702.0
1451,North Carolina,Durham,147500.0
1452,Georgia,Coweta,147482.0
1453,Minnesota,Polk,147216.0
1454,Georgia,Polk,146962.0
1455,Vermont,Addison,146707.0
1456,Kansas,Wyandotte,146673.0
1457,Indiana,Tippecanoe,146541.0
1458,Kansas,Crawford,146422.0
1459,Indiana,Bartholomew,146364.0
1460,Missouri,Pettis,146237.0
1461,Arkansas,Washington,146084.0
1462,Kansas,Cherokee,145808.0
1463,Idaho,Blaine,145745.0
1464,Alabama,Jackson,145310.0
1465,North Carolina,Gaston,144877.0
1466,Ohio,Crawford,144875.0
1467,Georgia,Hart,144834.0
1468,Georgia,Jasper,144806.0
1469,Georgia,Carroll,144692.0
1470,Pennsylvania,Lebanon,144318.0
1471,Oregon,Josephine,144064.0
1472,Illinois,Coles,143398.0
1473,New Mexico,Socorro,143376.0
1474,North Carolina,Caswell,143321.0
1475,Illinois,Union,143132.0
1476,Indiana,Jasper,142123.0
1477,South Carolina,Laurens,141520.0
1478,North Carolina,Orange,141239.0
1479,Kentucky,Hardin,141126.0
1480,Wisconsin,Sauk,140874.0
1481,Alabama,Marion,140809.0
1482,Tennessee,Hardin,140779.0
1483,Minnesota,Clay,140372.0
1484,New Jersey,Cape May,140315.0
1485,Virginia,Powhatan,139593.0
1486,Illinois,Monroe,139545.0
1487,Florida,Highlands,139504.0
1488,Illinois,Kendall,139017.0
1489,Ohio,Brown,138983.0
1490,Indiana,Cass,138690.0
1491,Wisconsin,Iowa,138406.0
1492,New Jersey,Mercer,137725.0
1493,Illinois,Logan,137488.0
1494,South Dakota,Grant,137380.0
1495,Kansas,Anderson,137166.0
1496,Virginia,Greene,137031.0
1497,Oklahoma,Roger Mills,136796.0
1498,Ohio,Pickaway,136547.0
1499,Texas,Gillespie,135505.0
1500,North Carolina,Nash,135318.0
1501,Kansas,Cheyenne,135265.0
1502,New York,Madison,135190.0
1503,Georgia,Jackson,135177.0
1504,Georgia,Floyd,133686.0
1505,Virginia,King George,133558.0
1506,Wyoming,Teton,133461.0
1507,North Carolina,Watauga,133051.0
1508,Pennsylvania,Pike,132986.0
1509,Tennessee,Robertson,132873.0
1510,Utah,Box Elder,132692.0
1511,California,San Benito,132066.0
1512,Tennessee,Rhea,131410.0
1513,Nebraska,Red Willow,131382.0
1514,Indiana,DeKalb,131220.0
1515,North Carolina,Pender,130800.0
1516,Mississippi,Greene,130190.0
1517,Tennessee,Carter,129842.0
1518,Massachusetts,Suffolk,129802.0
1519,North Carolina,Iredell,129455.0
1520,North Carolina,Chatham,129167.0
1521,Wisconsin,Portage,129059.0
1522,New Jersey,Bergen,127639.0
1523,Maryland,Dorchester,127619.0
1524,Michigan,Missaukee,127122.0
1525,New York,Herkimer,127098.0
1526,Michigan,Lenawee,126951.0
1527,Missouri,Perry,126784.0
1528,South Carolina,Greenwood,126685.0
1529,Florida,Leon,126161.0
1530,Arkansas,Scott,126061.0
1531,Alabama,Bibb,125954.0
1532,Georgia,Columbia,125658.0
1533,Indiana,Posey,125373.0
1534,Kansas,Marion,125215.0
