,State_Name,County_Name,"Mining, quarrying, and oil and gas extraction"
1535,Texas,Trinity,125006.0
1536,Illinois,Johnson,124816.0
1537,Louisiana,St. Bernard,124740.0
1538,Virginia,Henrico,124713.0
1539,Massachusetts,Hampshire,123792.0
1540,Kansas,Harvey,123387.0
1541,Alabama,Dallas,123325.0
1542,Mississippi,Quitman,122833.0
1543,Kansas,Rush,122088.0
1544,Michigan,Oceana,122071.0
1545,Iowa,Jasper,121942.0
1546,Missouri,Pulaski,121441.0
1547,New Jersey,Camden,121312.0
1548,Maine,Cumberland,120978.0
1549,Georgia,Clarke,120691.0
1550,Minnesota,Winona,120553.0
1551,North Carolina,Wilkes,120537.0
1552,Kansas,Osage,119700.0
1553,Maryland,Frederick,119086.0
1554,Mississippi,Warren,118687.0
1555,Oklahoma,Jefferson,118082.0
1556,Indiana,LaPorte,118061.0
1557,Tennessee,Madison,117900.0
1558,Washington,Jefferson,117320.0
1559,Indiana,Switzerland,116669.0
1560,Tennessee,Dickson,116498.0
1561,North Carolina,Henderson,116245.0
1562,Wisconsin,Ozaukee,115867.0
1563,Indiana,Adams,115847.0
1564,North Carolina,Burke,115374.0
1565,Illinois,Livingston,115343.0
1566,Colorado,Grand,115086.0
1567,Iowa,Benton,114791.0
1568,Oklahoma,Love,114689.0
1569,Colorado,Baca,114407.0
1570,Kansas,Pawnee,114282.0
1571,Washington,Pacific,113691.0
1572,North Carolina,Davie,113291.0
1573,Indiana,Carroll,113083.0
1574,District of Columbia,District of Columbia,112937.0
1575,Florida,Suwannee,112881.0
1576,Idaho,Bannock,111489.0
1577,North Carolina,Stanly,111286.0
1578,Missouri,Knox,110717.0
1579,Kansas,Edwards,110591.0
1580,Kentucky,Jessamine,110112.0
1581,New Hampshire,Sullivan,109958.0
1582,New Mexico,Do?â??a Ana,109871.0
1583,Kentucky,Franklin,109745.0
1584,Ohio,Preble,109661.0
1585,Kansas,Greeley,109446.0
1586,Virginia,Charles City,109434.0
1587,Alaska,Valdez-Cordova,109290.0
1588,New Hampshire,Strafford,108996.0
1589,Michigan,Saginaw,108976.0
1590,Wyoming,Albany,108691.0
1591,Florida,Hendry,108672.0
1592,Missouri,Randolph,108507.0
1593,Tennessee,Monroe,108482.0
1594,North Carolina,Vance,108471.0
1595,Ohio,Sandusky,107832.0
1596,Oklahoma,McIntosh,107733.0
1597,Tennessee,Bradley,107399.0
1598,Indiana,Spencer,107382.0
1599,Tennessee,White,107373.0
1600,Illinois,McDonough,107344.0
1601,South Carolina,Marion,107245.0
1602,Minnesota,Yellow Medicine,106974.0
1603,Texas,San Saba,106367.0
1604,Missouri,Stoddard,106155.0
1605,Minnesota,Pipestone,106033.0
1606,Oklahoma,Noble,105991.0
1607,Alaska,Aleutians West,105964.0
1608,Tennessee,Giles,105746.0
1609,Alabama,DeKalb,105140.0
1610,Illinois,Champaign,104972.0
1611,Ohio,Williams,104817.0
1612,Texas,Kendall,104535.0
1613,Minnesota,Fillmore,104445.0
1614,Kentucky,Campbell,104205.0
1615,Oregon,Lincoln,104085.0
1616,Kentucky,Morgan,104051.0
1617,Idaho,Bingham,103846.0
1618,Missouri,Howell,103640.0
1619,Oregon,Polk,103592.0
1620,Kentucky,Jackson,103306.0
1621,Arizona,Yuma,103065.0
1622,Michigan,Ogemaw,103029.0
1623,Georgia,Spalding,102338.0
1624,Michigan,Wexford,102232.0
1625,Georgia,Troup,102117.0
1626,Idaho,Lemhi,102099.0
1627,West Virginia,Mineral,101984.0
1628,Oregon,Curry,101815.0
1629,Indiana,Ripley,101463.0
1630,Florida,Osceola,101221.0
1631,West Virginia,Cabell,101197.0
1632,Hawaii,Kauai,101097.0
1633,Missouri,Montgomery,101096.0
1634,Ohio,Clermont,100993.0
1635,Florida,Martin,100767.0
1636,Kentucky,Wayne,100619.0
1637,Virginia,Appomattox,100569.0
1638,Mississippi,Perry,100030.0
1639,New York,Otsego,99796.0
1640,California,Mendocino,99521.0
1641,New York,Tioga,98940.0
1642,Indiana,Pulaski,98903.0
1643,Texas,Rockwall,98753.0
1644,New Hampshire,Carroll,98106.0
1645,New York,Chenango,97850.0
1646,Georgia,Barrow,97611.0
1647,Missouri,Lawrence,96557.0
1648,Indiana,White,96389.0
1649,Mississippi,Wilkinson,96003.0
1650,Idaho,Valley,95829.0
1651,Iowa,Delaware,95745.0
1652,Oklahoma,Cherokee,95708.0
1653,West Virginia,Hancock,95601.0
1654,Kansas,Wabaunsee,95533.0
1655,Arkansas,Little River,95502.0
1656,Virginia,Clarke,95410.0
1657,Iowa,Dickinson,95359.0
1658,South Dakota,Davison,95269.0
1659,South Dakota,Hanson,95068.0
1660,South Dakota,Custer,94963.0
1661,Tennessee,Marion,94379.0
1662,Missouri,Osage,94062.0
1663,North Carolina,Cherokee,93360.0
1664,Indiana,Johnson,93104.0
1665,Montana,Lake,93042.0
1666,Iowa,Plymouth,92680.0
1667,Arkansas,Calhoun,92591.0
1668,Kansas,Decatur,92445.0
1669,Ohio,Paulding,92236.0
1670,Virginia,Nottoway,91766.0
1671,Missouri,Newton,91737.0
1672,Louisiana,St. Helena,91592.0
1673,Wisconsin,Jefferson,91455.0
1674,Ohio,Lawrence,91409.0
1675,Iowa,Appanoose,91303.0
1676,Oregon,Lake,91293.0
1677,Minnesota,Renville,91057.0
1678,Hawaii,Hawaii,90576.0
1679,Florida,Indian River,90423.0
1680,Minnesota,Mille Lacs,90316.0
1681,Washington,Yakima,90013.0
1682,Illinois,Christian,89976.0
1683,California,Humboldt,89830.0
1684,Nebraska,Sarpy,89225.0
1685,Idaho,Gem,89166.0
1686,Idaho,Twin Falls,89100.0
1687,Idaho,Latah,88994.0
1688,Kansas,Norton,88911.0
1689,Mississippi,Amite,88714.0
1690,Georgia,Rabun,88662.0
1691,Montana,Valley,88651.0
1692,Arizona,Santa Cruz,88303.0
1693,Pennsylvania,Carbon,88295.0
1694,Minnesota,Steele,88238.0
1695,Missouri,Miller,88162.0
1696,Missouri,Barry,87826.0
1697,Kentucky,Barren,86797.0
1698,Georgia,Union,86589.0
1699,Montana,Missoula,86438.0
1700,Michigan,Bay,86432.0
1701,Delaware,New Castle,86020.0
1702,Tennessee,McMinn,85966.0
1703,Kansas,Sheridan,85839.0
1704,Utah,Morgan,85797.0
1705,New York,Cayuga,85767.0
1706,Oklahoma,Wagoner,85755.0
1707,Mississippi,Kemper,85531.0
1708,Minnesota,Hubbard,85501.0
1709,Indiana,Decatur,85216.0
1710,New York,Broome,85174.0
1711,Minnesota,Aitkin,84918.0
1712,Alabama,Calhoun,84729.0
1713,Michigan,Arenac,84727.0
1714,Alabama,Russell,84578.0
1715,Kentucky,Boyle,84260.0
1716,Illinois,Jo Daviess,84194.0
1717,Ohio,Richland,83948.0
1718,Missouri,Crawford,83765.0
1719,North Carolina,Rockingham,83562.0
1720,Vermont,Caledonia,83384.0
1721,Indiana,Jennings,83329.0
1722,Florida,Pinellas,82566.0
1723,Kentucky,Anderson,82500.0
1724,Georgia,Lumpkin,82284.0
1725,Kentucky,Rockcastle,81942.0
1726,Illinois,Hancock,81941.0
1727,Missouri,Stone,81791.0
1728,Florida,Bay,81329.0
1729,Montana,Golden Valley,81193.0
1730,Nevada,Churchill,81153.0
1731,Georgia,Greene,81122.0
1732,Alabama,Houston,81004.0
1733,Indiana,Howard,80948.0
1734,Minnesota,Morrison,80799.0
1735,Ohio,Huron,80601.0
1736,Indiana,St. Joseph,80228.0
1737,Tennessee,Polk,80155.0
1738,South Carolina,Fairfield,79659.0
1739,Nebraska,Lincoln,79641.0
1740,Arkansas,Crittenden,79486.0
1741,Rhode Island,Newport,79428.0
1742,Florida,Lafayette,79212.0
1743,Illinois,Jasper,78944.0
1744,Alabama,Lawrence,78702.0
1745,New York,Seneca,78622.0
1746,Missouri,Gasconade,78540.0
1747,Georgia,Rockdale,78330.0
1748,Iowa,Adair,78316.0
1749,Iowa,Woodbury,78240.0
1750,Utah,Garfield,78086.0
1751,Pennsylvania,Snyder,77988.0
1752,Virginia,Halifax,77966.0
1753,Michigan,Oscoda,77922.0
1754,Pennsylvania,Perry,77624.0
1755,Montana,Pondera,77576.0
1756,Colorado,Phillips,77522.0
1757,Tennessee,Loudon,77466.0
1758,Michigan,Leelanau,77173.0
1759,North Carolina,Edgecombe,76989.0
1760,Tennessee,Fentress,76881.0
1761,Mississippi,Oktibbeha,76875.0
1762,North Carolina,Franklin,76857.0
1763,Ohio,Gallia,76816.0
1764,Mississippi,Walthall,76613.0
1765,Texas,Coryell,76477.0
1766,Kentucky,Bourbon,76460.0
1767,Mississippi,Washington,76443.0
1768,Ohio,Mercer,75799.0
1769,Texas,Morris,75410.0
1770,Oregon,Umatilla,75309.0
1771,Indiana,Wayne,75078.0
1772,South Carolina,Colleton,74894.0
1773,Missouri,Ray,74760.0
1774,New York,Westchester,74713.0
1775,Kansas,Labette,74628.0
1776,Ohio,Pike,74584.0
1777,Wisconsin,Dunn,74504.0
1778,New Mexico,Valencia,74448.0
1779,Texas,Brewster,74345.0
1780,Minnesota,Otter Tail,74306.0
1781,Michigan,Gladwin,74136.0
1782,Iowa,Keokuk,74126.0
1783,Iowa,Dallas,73911.0
1784,North Carolina,Caldwell,73725.0
1785,North Carolina,Jackson,73477.0
1786,Arkansas,Poinsett,73355.0
1787,Indiana,Jay,72436.0
1788,Maine,Kennebec,72410.0
1789,Minnesota,Nicollet,72384.0
1790,Iowa,Scott,72365.0
1791,Maryland,Caroline,72304.0
1792,Georgia,Newton,72196.0
1793,Virginia,Caroline,72093.0
1794,Alabama,Randolph,71992.0
1795,Georgia,Glynn,71872.0
1796,South Dakota,Brown,71862.0
1797,Kentucky,Breckinridge,71728.0
1798,Connecticut,Middlesex,71570.0
1799,New Mexico,Torrance,71481.0
1800,Wisconsin,Crawford,71413.0
1801,Minnesota,Murray,71222.0
1802,Illinois,Clinton,70879.0
1803,Ohio,Ross,70846.0
1804,Indiana,Floyd,70763.0
1805,New York,Wyoming,70736.0
1806,Illinois,Douglas,70684.0
1807,Iowa,Hamilton,70596.0
1808,Florida,Manatee,70593.0
1809,Montana,Liberty,70466.0
1810,Utah,Wayne,70071.0
1811,Indiana,Scott,70058.0
1812,Iowa,Louisa,70046.0
1813,Virginia,Mecklenburg,69950.0
1814,Nebraska,Saunders,69859.0
1815,Missouri,Shelby,69780.0
1816,Iowa,Worth,69705.0
1817,New Jersey,Monmouth,69583.0
1818,Louisiana,Richland,69340.0
1819,Texas,Bosque,69202.0
1820,Tennessee,Lawrence,68701.0
1821,Nebraska,Clay,68577.0
1822,Alabama,Macon,68510.0
1823,Minnesota,Kanabec,67884.0
1824,Illinois,Tazewell,67785.0
1825,Mississippi,Panola,67592.0
1826,Missouri,Lewis,67421.0
1827,North Carolina,Madison,67416.0
1828,Missouri,Webster,67304.0
1829,Wisconsin,St. Croix,66338.0
1830,Tennessee,Hamblen,66305.0
1831,West Virginia,Wirt,66165.0
1832,Iowa,Van Buren,65782.0
1833,Iowa,Wapello,65770.0
1834,New Mexico,Sierra,65549.0
1835,Missouri,Caldwell,65479.0
1836,Tennessee,Cannon,65478.0
1837,Georgia,Stephens,65264.0
1838,Minnesota,Olmsted,65206.0
1839,New Jersey,Atlantic,65129.0
1840,Mississippi,Itawamba,65088.0
1841,Florida,Columbia,64946.0
1842,Kansas,Lyon,64792.0
1843,Kentucky,Adair,64690.0
1844,Colorado,Kit Carson,64674.0
1845,Alaska,Prince of Wales-Hyder,64210.0
1846,Florida,Washington,64105.0
1847,Minnesota,Marshall,64060.0
1848,Oregon,Linn,64042.0
1849,Florida,Flagler,64041.0
1850,Colorado,Eagle,63948.0
1851,Ohio,Lorain,63931.0
1852,Tennessee,Humphreys,63696.0
1853,Washington,Clallam,63462.0
1854,Oregon,Benton,63424.0
1855,Iowa,Marshall,63368.0
1856,Missouri,Texas,63309.0
1857,Wisconsin,Oconto,63207.0
1858,Louisiana,West Feliciana,63193.0
1859,Maine,Androscoggin,63096.0
1860,Kansas,Osborne,63014.0
1861,Oklahoma,Pushmataha,62982.0
1862,Kentucky,Henry,62966.0
1863,Kentucky,Crittenden,62912.0
1864,Michigan,Montcalm,62890.0
1865,New Mexico,Otero,62788.0
1866,Texas,Lampasas,62581.0
1867,New York,Fulton,62481.0
1868,Pennsylvania,Union,62386.0
1869,Indiana,Newton,62252.0
1870,California,Trinity,62234.0
1871,Ohio,Shelby,62150.0
1872,Alaska,Ketchikan Gateway,62093.0
1873,New York,Nassau,61863.0
1874,Oregon,Crook,61722.0
1875,Florida,Glades,61713.0
1876,Iowa,Bremer,61549.0
1877,Ohio,Marion,61294.0
1878,South Carolina,Charleston,61121.0
1879,Kentucky,Clinton,60884.0
1880,Wisconsin,Burnett,60790.0
1881,Georgia,Habersham,60576.0
1882,Mississippi,Holmes,60569.0
1883,Tennessee,Wayne,60563.0
1884,West Virginia,Berkeley,60538.0
1885,Alabama,Tallapoosa,60483.0
1886,Missouri,Howard,60303.0
1887,Washington,Island,60197.0
1888,Minnesota,Swift,60153.0
1889,Florida,St. Johns,60101.0
1890,Texas,Kerr,59989.0
1891,Oregon,Baker,59974.0
1892,Missouri,Monroe,59921.0
1893,Georgia,Madison,59869.0
1894,Kentucky,Grayson,59794.0
1895,South Dakota,Gregory,59742.0
1896,North Carolina,Ashe,59679.0
1897,Vermont,Windham,59605.0
1898,Missouri,Buchanan,59215.0
1899,Colorado,Chaffee,59174.0
1900,Ohio,Auglaize,59150.0
1901,Maryland,Carroll,58935.0
1902,Nebraska,Dawson,58829.0
1903,Michigan,Crawford,58655.0
1904,Indiana,Hendricks,58352.0
1905,Texas,Motley,58348.0
1906,Virginia,Fluvanna,58301.0
1907,Arkansas,Nevada,58251.0
1908,Indiana,Henry,57913.0
1909,North Carolina,Transylvania,57900.0
1910,Tennessee,Unicoi,57612.0
1911,Iowa,Cass,57247.0
1912,Mississippi,Hancock,57169.0
1913,North Dakota,Wells,57029.0
1914,Michigan,Genesee,56961.0
1915,Kansas,Saline,56944.0
1916,Kentucky,Fleming,56772.0
1917,Kansas,Douglas,56537.0
1918,Iowa,Carroll,56338.0
1919,Missouri,Carroll,56270.0
1920,Wisconsin,Rusk,55911.0
1921,North Carolina,Yancey,55836.0
1922,Nebraska,Hall,55735.0
1923,Ohio,Putnam,55584.0
1924,South Carolina,Edgefield,55550.0
1925,Idaho,Clearwater,55499.0
1926,Tennessee,McNairy,55338.0
1927,Kansas,Atchison,55147.0
1928,Nebraska,Cuming,54945.0
1929,Missouri,Butler,54920.0
1930,Alabama,Chilton,54874.0
1931,Arkansas,Craighead,54769.0
1932,Indiana,Martin,54629.0
1933,New Hampshire,Coos,54492.0
1934,Washington,Mason,54300.0
1935,Indiana,Noble,54096.0
1936,North Carolina,Currituck,54028.0
1937,Minnesota,Meeker,53541.0
1938,Ohio,Fulton,53462.0
1939,New York,Kings,53457.0
1940,Oklahoma,McCurtain,53414.0
1941,Kansas,Bourbon,53279.0
1942,Missouri,Audrain,52818.0
1943,Vermont,Orange,52817.0
1944,Mississippi,Lawrence,52756.0
1945,Ohio,Van Wert,52682.0
1946,Michigan,Houghton,52618.0
1947,California,Mono,52569.0
1948,Alaska,Petersburg,52372.0
1949,Utah,Cache,52337.0
1950,Arkansas,Lonoke,52280.0
1951,Kansas,Gray,52253.0
1952,Iowa,Cerro Gordo,52198.0
1953,Florida,Okeechobee,52160.0
1954,Kansas,Elk,51595.0
1955,Illinois,Henry,51478.0
1956,Wisconsin,Sheboygan,51240.0
1957,Minnesota,Douglas,51225.0
1958,Minnesota,Dodge,51025.0
1959,Missouri,Vernon,50875.0
1960,Georgia,Pike,50851.0
1961,Arkansas,Sevier,50849.0
1962,Nebraska,Cheyenne,50793.0
1963,North Dakota,McHenry,50770.0
1964,Georgia,Paulding,50628.0
1965,Georgia,Hancock,50472.0
1966,Illinois,Henderson,50207.0
1967,Wisconsin,Clark,50116.0
1968,Minnesota,McLeod,49580.0
1969,Illinois,Marshall,49519.0
1970,Alabama,Cherokee,49497.0
1971,North Dakota,Ramsey,49437.0
1972,Minnesota,Goodhue,49360.0
1973,Ohio,Champaign,49272.0
1974,Minnesota,Wilkin,49152.0
1975,Washington,Chelan,48968.0
1976,Missouri,Henry,48725.0
1977,Tennessee,Clay,48603.0
1978,Georgia,Brantley,48601.0
1979,Nevada,Lincoln,48494.0
1980,Iowa,Adams,48224.0
1981,Arkansas,Carroll,48216.0
1982,Texas,Kimble,47995.0
1983,Kentucky,Mercer,47906.0
1984,Georgia,Effingham,47879.0
1985,Nebraska,Pawnee,47749.0
1986,Kentucky,Clark,47729.0
1987,South Carolina,Florence,47656.0
1988,Indiana,Wells,47613.0
1989,North Dakota,Adams,47271.0
1990,Maine,Oxford,46894.0
1991,Missouri,Bollinger,46738.0
1992,Alabama,Limestone,46612.0
1993,North Dakota,Rolette,46534.0
1994,Iowa,Buchanan,46509.0
1995,Tennessee,Grainger,46387.0
1996,North Carolina,Brunswick,46322.0
1997,Michigan,Clare,46291.0
1998,Maryland,Worcester,46260.0
1999,Missouri,Douglas,46191.0
2000,Mississippi,Clay,46124.0
2001,Virginia,Pulaski,45858.0
2002,Michigan,Alcona,45800.0
2003,Kentucky,Montgomery,45763.0
2004,Kansas,Wichita,45547.0
2005,Oklahoma,Cotton,45260.0
2006,Kansas,Wallace,45143.0
2007,Indiana,Owen,45063.0
2008,Florida,Seminole,44981.0
2009,West Virginia,Hampshire,44754.0
2010,Iowa,Washington,44601.0
2011,New Jersey,Union,44357.0
2012,North Carolina,Graham,44347.0
2013,Virginia,Craig,44341.0
2014,Texas,Llano,44312.0
2015,Virginia,Nelson,43897.0
2016,Oregon,Klamath,43804.0
2017,Wisconsin,Winnebago,43695.0
2018,New Mexico,San Miguel,43651.0
2019,Kansas,Dickinson,43645.0
2020,Michigan,Charlevoix,43397.0
2021,Missouri,Polk,43287.0
2022,Oregon,Wasco,43101.0
2023,Nebraska,Merrick,42993.0
2024,Iowa,Poweshiek,42947.0
2025,Missouri,Scott,42853.0
2026,Iowa,Hancock,42598.0
2027,Vermont,Lamoille,42465.0
2028,Missouri,Holt,42047.0
2029,New Mexico,Luna,41906.0
2030,Washington,Klickitat,41767.0
2031,Nebraska,Madison,41729.0
2032,Texas,Childress,41640.0
2033,Illinois,Effingham,41454.0
2034,Missouri,Mercer,41272.0
2035,Missouri,Johnson,41208.0
2036,California,Siskiyou,41195.0
2037,Oregon,Clatsop,41172.0
2038,Indiana,Boone,41149.0
2039,Michigan,Huron,41043.0
2040,Iowa,Page,40859.0
2041,North Carolina,Alleghany,40691.0
2042,Minnesota,Wright,40581.0
2043,Indiana,Dearborn,40261.0
2044,Wisconsin,Green,40258.0
2045,Maine,Piscataquis,40188.0
2046,Mississippi,Yalobusha,39856.0
2047,Maryland,Kent,39824.0
2048,Alabama,Sumter,39687.0
2049,Tennessee,Washington,39300.0
2050,Kentucky,Woodford,39295.0
2051,Illinois,McLean,39220.0
2052,Florida,Volusia,39213.0
2053,Indiana,Perry,39194.0
2054,Colorado,Costilla,39152.0
2055,Kentucky,Wolfe,38998.0
2056,Indiana,Kosciusko,38906.0
2057,Texas,Blanco,38753.0
2058,Kentucky,Menifee,38740.0
2059,Illinois,Shelby,38411.0
2060,Indiana,Franklin,38356.0
2061,Arkansas,Saline,38352.0
2062,Wisconsin,Eau Claire,38332.0
2063,Alabama,St. Clair,38165.0
2064,Illinois,Menard,37991.0
2065,Kentucky,Metcalfe,37907.0
2066,Nebraska,Holt,37859.0
2067,Colorado,Park,37842.0
2068,Nebraska,Jefferson,37833.0
2069,Minnesota,Big Stone,37752.0
2070,Tennessee,Union,37477.0
2071,New Jersey,Burlington,37458.0
2072,Indiana,Washington,37148.0
2073,Tennessee,Bedford,37132.0
2074,Iowa,Allamakee,37095.0
2075,Virginia,Suffolk,37080.0
2076,Iowa,Henry,37002.0
2077,Michigan,Mecosta,36993.0
2078,Delaware,Kent,36971.0
2079,Kansas,Cloud,36967.0
2080,Montana,Granite,36932.0
2081,Massachusetts,Franklin,36719.0
2082,Texas,Castro,36585.0
2083,Illinois,Edwards,36558.0
2084,Missouri,Daviess,36522.0
2085,South Dakota,Codington,36515.0
2086,Minnesota,Kandiyohi,36485.0
2087,Iowa,Humboldt,36448.0
2088,Texas,Hudspeth,36278.0
2089,Georgia,Walker,36092.0
2090,Virginia,Virginia Beach,36014.0
2091,Arkansas,Jackson,35933.0
2092,New Jersey,Essex,35828.0
2093,Texas,Hunt,35795.0
2094,Michigan,Hillsdale,35655.0
2095,Mississippi,Tate,35498.0
2096,Georgia,Towns,35106.0
2097,Idaho,Boise,35031.0
2098,Missouri,Nodaway,35005.0
2099,South Dakota,Fall River,34961.0
2100,Kansas,Sherman,34592.0
2101,Iowa,Wright,34309.0
2102,Missouri,Wright,33953.0
2103,Nebraska,Scotts Bluff,33937.0
2104,Alaska,Haines,33926.0
2105,Indiana,Vermillion,33764.0
2106,Ohio,Henry,33729.0
2107,Nebraska,Stanton,33727.0
2108,Virginia,Gloucester,33721.0
2109,Illinois,Winnebago,33708.0
2110,Michigan,Tuscola,33707.0
2111,Idaho,Bonneville,33700.0
2112,Colorado,Rio Grande,33649.0
2113,California,Lassen,33370.0
2114,Kentucky,Trigg,33272.0
2115,Missouri,McDonald,33266.0
2116,Colorado,Elbert,33178.0
2117,Nebraska,Gage,32999.0
2118,Wisconsin,Walworth,32980.0
2119,Nebraska,Webster,32897.0
2120,West Virginia,Pocahontas,32877.0
2121,North Dakota,Walsh,32852.0
2122,Iowa,Cherokee,32803.0
2123,Oklahoma,Tillman,32788.0
2124,Kansas,Doniphan,32668.0
2125,Indiana,Fayette,32584.0
2126,Kentucky,Calloway,32469.0
2127,Maryland,Queen Anne's,32408.0
2128,Nebraska,Garfield,32392.0
2129,Washington,Walla Walla,32318.0
2130,Virginia,Amelia,32287.0
2131,North Dakota,Richland,32231.0
2132,Wisconsin,Grant,32036.0
2133,Montana,Chouteau,32026.0
2134,Iowa,Shelby,31951.0
2135,California,Merced,31926.0
2136,Iowa,Jefferson,31869.0
2137,Illinois,Mason,31524.0
2138,Rhode Island,Kent,31461.0
2139,Wisconsin,Wood,31420.0
2140,Indiana,Warren,31387.0
2141,Illinois,Macon,31266.0
2142,Nebraska,Howard,31226.0
2143,Minnesota,Mower,31224.0
2144,Georgia,Houston,31014.0
2145,Michigan,Delta,30996.0
2146,Kentucky,Harrison,30987.0
2147,Minnesota,Carlton,30982.0
2148,Tennessee,Grundy,30917.0
2149,New York,Bronx,30793.0
2150,Illinois,Boone,30442.0
2151,Kansas,Leavenworth,30400.0
2152,Indiana,Jackson,30132.0
2153,Kentucky,Allen,30123.0
2154,Indiana,Rush,30005.0
2155,Pennsylvania,Montour,29989.0
2156,Iowa,Montgomery,29985.0
2157,Wisconsin,Waupaca,29880.0
2158,North Dakota,Sargent,29865.0
2159,Florida,Walton,29718.0
2160,South Dakota,Turner,29615.0
2161,North Dakota,Cass,29614.0
2162,Missouri,Cooper,29530.0
2163,Minnesota,Wabasha,29349.0
2164,Ohio,Scioto,29238.0
2165,Utah,Daggett,29209.0
2166,Mississippi,Stone,29139.0
2167,Florida,Holmes,29013.0
2168,South Carolina,Barnwell,29003.0
2169,Maryland,St. Mary's,28978.0
2170,Florida,Okaloosa,28954.0
2171,Nebraska,Dodge,28846.0
2172,South Carolina,Union,28515.0
2173,Illinois,Knox,28507.0
2174,North Carolina,Alexander,28386.0
2175,New York,Cortland,28268.0
2176,Georgia,Heard,28088.0
2177,Iowa,Mills,28012.0
2178,Michigan,Cheboygan,27927.0
2179,Nebraska,Valley,27909.0
2180,Idaho,Payette,27880.0
2181,Missouri,Chariton,27715.0
2182,Michigan,Baraga,27592.0
2183,California,Del Norte,27564.0
2184,Idaho,Bear Lake,27554.0
2185,Indiana,Blackford,27325.0
2186,New York,Queens,27304.0
2187,Arkansas,Montgomery,27259.0
2188,Iowa,Fayette,27155.0
2189,Alabama,Perry,26984.0
2190,Maine,Hancock,26903.0
2191,Virginia,Shenandoah,26795.0
2192,Minnesota,Chisago,26780.0
2193,Iowa,Harrison,26696.0
2194,Iowa,Union,26673.0
2195,Colorado,Bent,26514.0
2196,North Carolina,Montgomery,26440.0
2197,Iowa,Lyon,26388.0
2198,Virginia,Giles,26336.0
2199,Minnesota,Pine,26319.0
2200,Ohio,Clinton,26241.0
2201,Tennessee,Sumner,26185.0
2202,Wisconsin,Price,26171.0
2203,Montana,Deer Lodge,26142.0
2204,South Dakota,Roberts,26111.0
2205,Georgia,Lee,26019.0
2206,Michigan,Barry,26016.0
2207,Georgia,Macon,25970.0
2208,Maine,Waldo,25950.0
2209,Iowa,Dubuque,25947.0
2210,Montana,Ravalli,25923.0
2211,Missouri,Barton,25787.0
2212,Kentucky,Hancock,25700.0
2213,Maine,Washington,25684.0
2214,Virginia,Floyd,25476.0
2215,South Dakota,Brule,25441.0
2216,Missouri,Oregon,25343.0
2217,Minnesota,Todd,25265.0
2218,Missouri,Shannon,25240.0
2219,Montana,Meagher,25171.0
2220,Washington,Whitman,24993.0
2221,Tennessee,Bledsoe,24939.0
2222,Texas,Hamilton,24646.0
2223,Iowa,Butler,24586.0
2224,Georgia,Baldwin,24535.0
2225,Louisiana,St. James,24488.0
2226,Michigan,Cass,24312.0
2227,Mississippi,Lafayette,24301.0
2228,Florida,Jefferson,24272.0
2229,Minnesota,Houston,24077.0
2230,California,Calaveras,24044.0
2231,Virginia,Norfolk,23804.0
2232,Montana,Teton,23803.0
2233,Nebraska,Phelps,23757.0
2234,Nebraska,Dundy,23683.0
2235,Indiana,Steuben,23537.0
2236,California,Sierra,23535.0
2237,Michigan,Gratiot,23432.0
2238,Arkansas,Lincoln,23323.0
2239,Mississippi,Carroll,23305.0
2240,Missouri,Harrison,23281.0
2241,Minnesota,Watonwan,23266.0
2242,Indiana,Fulton,23108.0
2243,Kansas,Morris,22990.0
2244,Georgia,Catoosa,22990.0
2245,Michigan,Midland,22922.0
2246,Iowa,Davis,22820.0
2247,South Carolina,Orangeburg,22678.0
2248,Minnesota,Stevens,22634.0
2249,Kansas,Nemaha,22532.0
2250,Nebraska,Cedar,22494.0
2251,Oklahoma,Greer,22461.0
2252,Iowa,Lucas,22397.0
2253,Tennessee,Cheatham,22297.0
2254,Missouri,Sullivan,22191.0
2255,Nebraska,Polk,22178.0
2256,Montana,Prairie,22014.0
2257,Arkansas,Ashley,22002.0
2258,Florida,Monroe,21823.0
2259,Virginia,Scott,21790.0
2260,Washington,Skamania,21783.0
2261,Illinois,Iroquois,21774.0
2262,Montana,Cascade,21651.0
2263,North Dakota,Eddy,21627.0
2264,Minnesota,Cottonwood,21587.0
2265,Indiana,Parke,21584.0
2266,Missouri,Livingston,21559.0
2267,Nebraska,Lancaster,21463.0
2268,Michigan,Menominee,21404.0
2269,Wisconsin,Waushara,21058.0
2270,Georgia,Walton,21002.0
2271,Illinois,Warren,21001.0
2272,Wisconsin,Douglas,20938.0
2273,Alaska,Lake and Peninsula,20625.0
2274,Missouri,Grundy,20607.0
2275,South Dakota,Lincoln,20460.0
2276,Georgia,Laurens,20413.0
2277,Washington,Columbia,20347.0
2278,Virginia,Bland,20272.0
2279,Kentucky,Hart,19991.0
2280,Missouri,Benton,19932.0
2281,Wisconsin,Door,19874.0
2282,Iowa,Clay,19847.0
2283,Kentucky,Owsley,19787.0
2284,South Dakota,Lake,19753.0
2285,Illinois,Greene,19636.0
2286,Iowa,Clarke,19621.0
2287,Ohio,Hardin,19547.0
2288,Iowa,Lee,19530.0
2289,Kentucky,Taylor,19481.0
2290,Tennessee,Johnson,19472.0
2291,Michigan,Newaygo,19456.0
2292,Kansas,Geary,19391.0
2293,California,Plumas,19343.0
2294,Iowa,Kossuth,19252.0
2295,Missouri,Clark,19125.0
